0x7100ce61e0,"IsCheckZoom"
0x7100cf4175,"BgmNameGetOff"
0x7100cf4183,"TruckReactionName"
0x7100cf4195,"WarpCubeLockedPiece"
0x7100cf41a9,"ワープキューブ出現デモ"
0x7100cf41cb,"WheelMapParts1"
0x7100cf41da,"isEnablePulloutCheckStrikeArrow"
0x7100cf41fa,"UpFind"
0x7100cf4201,"移動管理"
0x7100cf420e,"RenderShellFur"
0x7100cf421d,"ObjectData/Kinopio"
0x7100cf4230,"奈落ヒット"
0x7100cf4240,"DoublePlayerDead"
0x7100cf4251,"SePvDummyForVoiceStop"
0x7100cf4267,"SePvForceDie"
0x7100cf4274,"BoneRollerCoasterParts"
0x7100cf428b,"ShadowCheckLength"
0x7100cf429d,"PullOutAngleCheckDisableDistance"
0x7100cf42be,"WalkAnimRateMax"
0x7100cf42ce,"StandSwimForwardBentBlend"
0x7100cf42e8,"RisingTossedHighJump"
0x7100cf42fd,"SwimSurfaceValidDamperFrame"
0x7100cf4319,"引っこ抜き成功"
0x7100cf432f,"ToeL"
0x7100cf4334,"Mario"
0x7100cf433a,"amiibo_play_time"
0x7100cf434b,"RideDragonCamera"
0x7100cf435c,"ダブルマリオ出現"
0x7100cf4375,"AssistStopKeyMoveMapParts"
0x7100cf438f,"CityWorldGroundUnderPart"
0x7100cf43a8,"HammerBrosAllDeadWatcher"
0x7100cf43c1,"KyoroHei"
0x7100cf43ca,"Seesaw"
0x7100cf43d1,"ChangeHurryToNormal"
0x7100cf43e5,"ControllerApplet"
0x7100cf43f6,"SystemData/ProjectGraphicsParam"
0x7100cf4416,"コインx30"
0x7100cf4423,"BoxPropeller"
0x7100cf4430,"無敵タッチヒット"
0x7100cf4449,"ボディアタックヒット[着地]"
0x7100cf4470,"AreaCubeBase"
0x7100cf447d,"%3d,%03d,%03d,%03d"
0x7100cf4490,"    %3d"
0x7100cf449a,"EndPos"
0x7100cf44a1,"SideAxisIndex"
0x7100cf44af,"AxisPos"
0x7100cf44b7,"並行"
0x7100cf44be,"AnimCamera"
0x7100cf44c9,"コリジョンディレクター"
0x7100cf44eb,"${TEMP}/%012lld%s"
0x7100cf44fd,"forward_xlu"
0x7100cf4509,"AntiAliasingType"
0x7100cf451a,"%s.b%s"
0x7100cf4521,"bloom"
0x7100cf4527,"alpha_mask_projection"
0x7100cf453d,"alHalfResBufferDepth"
0x7100cf4552,"３Ｄ（デプスシャドウ）"
0x7100cf4574,"メッシュ変形モデル管理"
0x7100cf4596,"カメラ振動"
0x7100cf45a6,"地形[ディファード不透明]"
0x7100cf45ca,"地形[埋没]"
0x7100cf45d9,"２Ｄゲームオーバー"
0x7100cf45f5,"シンプル並行"
0x7100cf4608,"強さ"
0x7100cf460f,"KillFrame"
0x7100cf4619,"Degree"
0x7100cf4620,"DistDamp"
0x7100cf4629,"SpecularDirectionParam"
0x7100cf4640,"%sDistance"
0x7100cf464b,"原点からの距離"
0x7100cf4661,"TexSpeedX"
0x7100cf466b,"Min=0, Max=4"
0x7100cf4678,"DiffuseReduceTypeLight"
0x7100cf468f,"InitModel"
0x7100cf4699,"ParamName"
0x7100cf46a3,"MoveFriction"
0x7100cf46b0,"IsStopSceneForHitEffect"
0x7100cf46c8,"DepthShadowModel"
0x7100cf46d9,"KillPrePassLights"
0x7100cf46eb,"cSkyColor0Type"
0x7100cf46fa,"Min=0,Max=100"
0x7100cf4708,"FootPrintInfo"
0x7100cf4716,"Cream"
0x7100cf471c,"cTextureEdge"
0x7100cf4729,"ブルームをカメラマスク"
0x7100cf474b,"カメラマスクスケール"
0x7100cf476a,"カメラマスクディフューズ"
0x7100cf478f,"CameraMaskTexScale"
0x7100cf47a2,"露光"
0x7100cf47a9,"Min=0.0f, Max=3.0f"
0x7100cf47bc,"EXPOSURE_TYPE"
0x7100cf47ca,"TONE_MAP_TYPE"
0x7100cf47d8,"USING_CARTOON"
0x7100cf47e6,"Tmp Texture Array"
0x7100cf47f8,"GraphicsInfo"
0x7100cf4805,"SceneModelLightParam"
0x7100cf481a,"19:シーンくもり"
0x7100cf4830,"Thickness"
0x7100cf483a,"地形[全体(強)]"
0x7100cf484e,"Mat Flat"
0x7100cf4857,"Block Obj"
0x7100cf4861,"Route Dokan 4 Obj"
0x7100cf4873,"エフェクト影"
0x7100cf4886,"IsUsePlane%02d"
0x7100cf4895,"無し,球,シリンダー,キューブ,楕円球投影,補間キューブ投影"
0x7100cf48e6,"Joint2Name"
0x7100cf48f1,"Unknown"
0x7100cf48f9,"%s|\n"
0x7100cf48fe,"Situation"
0x7100cf4908,"Ba7"
0x7100cf490c,"Ba11"
0x7100cf4911,"%s(%s)"
0x7100cf4918,"LayoutMessage"
0x7100cf4926,"ReplaceString"
0x7100cf4934,"UserName"
0x7100cf493d,"FigLeft"
0x7100cf4945,"AUX_BUS_B"
0x7100cf494f,"HfReference"
0x7100cf495b,"EARLY_REFLECTION_15MS"
0x7100cf4971,"キノピオ探検隊用カメラ_0.65"
0x7100cf4998,"EmitterInfoList"
0x7100cf49a8,"nvnQueueBuilderSetQueuePriority"
0x7100cf49c8,"nvnWindowBuilderGetNumTextures"
0x7100cf49e7,"nvnTextureBuilderSetLevels"
0x7100cf4a02,"nvnTextureBuilderGetStorageAlignment"
0x7100cf4a27,"nvnTextureBuilderGetGLTextureName"
0x7100cf4a49,"nvnSamplerGetBorderColor"
0x7100cf4a62,"nvnBlendStateSetBlendEquation"
0x7100cf4a80,"nvnChannelMaskStateSetChannelMask"
0x7100cf4aa2,"nvnDepthStencilStateSetDepthTestEnable"
0x7100cf4ac9,"nvnDepthStencilStateGetDepthWriteEnable"
0x7100cf4af1,"nvnCommandBufferGetCommandMemorySize"
0x7100cf4b16,"nvnCommandBufferCallCommands"
0x7100cf4b33,"nvnCommandBufferBindVertexBuffers"
0x7100cf4b55,"nvnCommandBufferBindUniformBuffers"
0x7100cf4b78,"nvnCommandBufferBeginTransformFeedback"
0x7100cf4b9f,"nvnCommandBufferBindSeparateSamplers"
0x7100cf4bc4,"nvnCommandBufferTiledDownsampleTextureView"
0x7100cf4bef,"nvnCommandBufferSetCopyRowStride"
0x7100cf4c10,".otf"
0x7100cf4c15,"ResourceID: %d does not exist.\n"
0x7100cf4c35,"  %s - %s\n"
0x7100cf4c40,"Particle sort has failed. More buffer size is needed. \n"
0x7100cf4c78,"sysFrameBufferTexture"
0x7100cf4c8e,"sysCustomShaderTextureSampler2"
0x7100cf4cad,"sysCustomShaderShadowArraySampler0"
0x7100cf4cd0,"Data    API:%d\n"
0x7100cf4ce0,"               Size:%8d\n"
0x7100cf4cf9,"StripeSystem is already initialized.\n"
0x7100cf4d1f,"VibrationThread"
0x7100cf4d2f,"            Parent: %s (0x%016llX)\n"
0x7100cf4d53,"/* "
0x7100cf4d57,"日"
0x7100cf4d5b,"金"
0x7100cf4d5f,"/>"
0x7100cf4d62,"  %s  (ExceptionType=0x%04X)\n"
0x7100cf4d80,"  %s (DFSC=0x%02X)\n"
0x7100cf4d94,"  Stack Bottom : 0x%P (size=0x%zx)\n"
0x7100cf4db8,"Texture: %d/%d"
0x7100cf4dc7,"%4d / ref:%4d [%-48s] %s %s"
0x7100cf4de3,"nvnTextureInitialize/Finalize"
0x7100cf4e01,"NVN_DEVICE_INFO_UNIFORM_BUFFER_BINDINGS_PER_STAGE"
0x7100cf4e33,"NVN_DEVICE_INFO_MAX_VIEWPORTS"
0x7100cf4e51,"NVN_DEVICE_INFO_GLSLC_MAX_SUPPORTED_GPU_CODE_MAJOR_VERSION"
0x7100cf4e8c,"NVN_DEVICE_INFO_MAX_CUBE_MAP_TEXTURE_SIZE"
0x7100cf4eb6," geom:"
0x7100cf4ebd,"// ----- These macros are auto defined by AGL.-----\n"
0x7100cf4ef2,"#define AGL_GEOMETRY_SHADER\n"
0x7100cf4f0f,"cTextureFormat_R10_G10_B10_A2_uInt"
0x7100cf4f32,"%f %f %f"
0x7100cf4f3b,"Black1DArray"
0x7100cf4f48,"Zero1D"
0x7100cf4f4f,"depth_linear_array"
0x7100cf4f62,"texture_gamma"
0x7100cf4f70,"dof_depth_mask"
0x7100cf4f7f,"light_pre_pass_spot_light"
0x7100cf4f99,"debug_cubemap"
0x7100cf4fa7,"sssss_expand_sss"
0x7100cf4fb8,"screen_space_self_shadow"
0x7100cf4fd1,"sh_volume_lighting"
0x7100cf4fe4,"volume_mask_debug"
0x7100cf4ff6,"sky_postfx_ground"
0x7100cf5008,"cNear"
0x7100cf500e,"uTexScale"
0x7100cf5018,"uTextureColor_7"
0x7100cf5028,"cDepthParam0"
0x7100cf5035,"cTextureColor"
0x7100cf5043,"cTextureLuminanceOffset"
0x7100cf505b,"cTexNormal"
0x7100cf5066,"outputSSBO"
0x7100cf5071,"cTextureLuminanceMap"
0x7100cf5086,"cLightMap1"
0x7100cf5091,"cCubeMapArrayIndex"
0x7100cf50a4,"aBlendWeight"
0x7100cf50b1,"cAOParam2"
0x7100cf50bb,"cSlice"
0x7100cf50c2,"cReferSlice"
0x7100cf50ce,"cPow"
0x7100cf50d3,"cSHParam3"
0x7100cf50dd,"cVarianceMax"
0x7100cf50ea,"Attribute"
0x7100cf50f4,"地面色"
0x7100cf50fe,"%%AGL_ROOT%%/tools/temporary/param_temp.b%s"
0x7100cf512a,"GroupHeader=%s"
0x7100cf5139,"elif"
0x7100cf5140,"色収差スケール"
0x7100cf5156,"Min = -0.5, Max = 0.5"
0x7100cf516c,"Min = -1, Max = 1"
0x7100cf517e,"fxaa_detect_edge_qa"
0x7100cf5192,"filter_aa"
0x7100cf519c,"IsEnable=%s"
0x7100cf51a8,"ssao_blur_temp"
0x7100cf51b7,"輝度オフセットスケール"
0x7100cf51d9,"clamped_luminance"
0x7100cf51eb,"SpecularCurve"
0x7100cf51f9,"SSII-Ref"
0x7100cf5202,"comp_sel_b"
0x7100cf520d,"中心位置"
0x7100cf521a,"Position  ( %f, %f, %f )\nAttention ( %f, %f, %f )\nUp Vector ( %f, %f, %f )"
0x7100cf5265,"OrthoProjection"
0x7100cf5275,"agl::lyr::Renderer::begin"
0x7100cf528f,"Enable indirect"
0x7100cf529f,"far_end"
0x7100cf52a7,"saturate_min"
0x7100cf52b4,"Min=-10000, Max=10000"
0x7100cf52ca,"Direction"
0x7100cf52d4,"IsFixPosY"
0x7100cf52de,"サイズを拡縮"
0x7100cf52f1,"視点毎のレンズ中心位置"
0x7100cf5313,"GroupHeader = perspective %d, Layout = UniformGrid, NumCol = 2, NumRow = 1"
0x7100cf535e,"Icon = %s"
0x7100cf5368,"セーブ（グループ\"%s\"）"
0x7100cf5388,"normal2ShadowRatio"
0x7100cf539b,"光源に直行した面のシャドウ補正距離"
0x7100cf53cf,"shadow_prepass_light_buffer_temp_half"
0x7100cf53f5,"aglsdw"
0x7100cf53fc,"vsm_temp"
0x7100cf5405,"CaptureUseIndex"
0x7100cf5415,"MultiFilterFile"
0x7100cf5425,"TouchDecide"
0x7100cf5431,"TouchCancel"
0x7100cf543d,"UniteButtonType"
0x7100cf544d,"TapButtonAnim"
0x7100cf545b,"HorizontalAngleMax"
0x7100cf546e,"IsCheckAngleV"
0x7100cf547c,"キノピオ探検隊カメラ監視エリア"
0x7100cf54aa,"CameraDirectionSwitchOnArea"
0x7100cf54c6,"PlayerControlOffArea"
0x7100cf54db,"RadishColliderInvalidArea"
0x7100cf54f5,"SePlayArea"
0x7100cf5500,"PlayerBugFixAreaForceReleaseIfNotSpace"
0x7100cf5527,"Giant"
0x7100cf552d,"Beak"
0x7100cf5532,"Bindable"
0x7100cf553b,"SwitchAppearAfterDemoOn"
0x7100cf5553,"太った鳥ボス[終了デモ]"
0x7100cf5574,"TailC1"
0x7100cf557b,"DemoBattleStart2"
0x7100cf558c,"アクション同期ステート"
0x7100cf55ae,"倒れ開始"
0x7100cf55bb,"isJudgeDegreeYZ"
0x7100cf55cb,"Vertical"
0x7100cf55d4,"IsUseMoveLimitMaxX"
0x7100cf55e7,"CameraSubjective"
0x7100cf55f8,"LoopNum"
0x7100cf5600,"KinopioBrigade"
0x7100cf560f,"CubeNum"
0x7100cf5617,"ビッククローラー"
0x7100cf5630,"IsEnableTrampleLaunched"
0x7100cf5648,"Big"
0x7100cf564c,"IsBig"
0x7100cf5652,"FireBrosFireBall"
0x7100cf5663,"飛行敵エリアに戻る"
0x7100cf567f,"Getton"
0x7100cf5686,"Heyho"
0x7100cf568c,"吹き飛び"
0x7100cf5699,"PlayerSearchOffsetY"
0x7100cf56ad,"Wand"
0x7100cf56b2,"[state]トランポリンジャンプ追跡中"
0x7100cf56e1,"ネコクリボー"
0x7100cf56f4,"クリボータワー吹き飛び死亡"
0x7100cf571c,"BodyBox"
0x7100cf5724,"Spine2"
0x7100cf572b,"MovePanic"
0x7100cf5735,"[state]撫でる"
0x7100cf5746,"FixedAngle"
0x7100cf5751,"[state]フリーズ(気絶中)"
0x7100cf5770,"CarryStart"
0x7100cf577b,"TentenWing"
0x7100cf5786,"VRDie"
0x7100cf578c,"%sLoop"
0x7100cf5793,"JumpLoop"
0x7100cf579c,"RouteDokan"
0x7100cf57a7,"DownFind"
0x7100cf57b0,"SwitchKillForce"
0x7100cf57c0,"End1UP"
0x7100cf57c7,"AssistItemSuccess"
0x7100cf57d9,"Twincle"
0x7100cf57e1,"ParButton"
0x7100cf57eb,"戻るボタンレイアウト"
0x7100cf580a,"CursorTL"
0x7100cf5813,"ButtonCourse"
0x7100cf5820,"ButtonReleased"
0x7100cf582f,"Left"
0x7100cf5834,"ItemDemo2"
0x7100cf583e,"Close"
0x7100cf5844,"CoinBonusTicketAppear"
0x7100cf585a,"CoursePageR"
0x7100cf5866,"ShowCounter"
0x7100cf5872,"CourseInfoItemDemo"
0x7100cf5885,"IconType"
0x7100cf588e,"プレイヤーが入ったときの有効エリア"
0x7100cf58c2,"2P_button_dir_LEFT"
0x7100cf58d5,"PauseMenu"
0x7100cf58df,"SetHeaderButtonsLR"
0x7100cf58f2,"txtHeader"
0x7100cf58fc,"PlayerColor"
0x7100cf5908,"State2Bonus"
0x7100cf5914,"S1BonusNoDLC"
0x7100cf5921,"Confirm2PToVR"
0x7100cf592f,"SubjectiveBazookaGuideA_2PShareMode"
0x7100cf5953,"DragonGuideA_2PJourneyMode"
0x7100cf596e,"Pointer_Idle_Fade2P"
0x7100cf5982,"TouchRotateGuide"
0x7100cf5993,"TouchRotatePanel"
0x7100cf59a4,"VRExitCourse"
0x7100cf59b1,"Lボタン"
0x7100cf59bc,"Set1P_JoyConL"
0x7100cf59ca,"Appear2"
0x7100cf59d2,"WipeStart"
0x7100cf59dc,"GhostPlayerMaze1Stage"
0x7100cf59f2,"巨大マリオ衝突"
0x7100cf5a08,"OffEnd"
0x7100cf5a0f,"BackDir"
0x7100cf5a17,"StartDelayFrameNum"
0x7100cf5a2a,"SwitchValidSensorOn"
0x7100cf5a3e,"BlockSnowCoverLong"
0x7100cf5a51,"WallSide"
0x7100cf5a5a,"ChikaChikaBlockB5x2"
0x7100cf5a6e,"AppearSignQuickFirst"
0x7100cf5a83,"DRC回転"
0x7100cf5a8d,"IsInWater"
0x7100cf5a97,"[state]投げられて出現"
0x7100cf5ab4,"回転開始"
0x7100cf5ac1,"UpsideDown"
0x7100cf5acc,"DokanSideOut"
0x7100cf5ad9,"扉消失"
0x7100cf5ae3,"SwitchTouchOn"
0x7100cf5af1,"Burn"
0x7100cf5af6,"コリジョン衝突エフェクト"
0x7100cf5b1b,"FallFireBallGenerator"
0x7100cf5b31,"GenerateFrame"
0x7100cf5b3f,"リズム花[根元]"
0x7100cf5b54,"Cotton"
0x7100cf5b5b,"ゴールデモバインド操作グループ"
0x7100cf5b89,"KinotanClear"
0x7100cf5b96,"ShadowMaskPowX"
0x7100cf5ba5,"ShadowMaskPowZ"
0x7100cf5bb4,"DirectAppear"
0x7100cf5bc1,"TreeCatch"
0x7100cf5bcb,"コインx10[自動取得]"
0x7100cf5be6,"コインx50[自動取得]"
0x7100cf5c01,"WaitBack"
0x7100cf5c0a,"GoUp"
0x7100cf5c0f,"LogForestWaterPillar"
0x7100cf5c24,"PgReaction"
0x7100cf5c2f,"無敵ツルハシ[地形追従]"
0x7100cf5c50,"カブ%s%s"
0x7100cf5c5b,"ルート土管大砲ライダー"
0x7100cf5c7d,"RouteDokanRider"
0x7100cf5c8d,"FlyJump"
0x7100cf5c95,"SinkedItem"
0x7100cf5ca0,"TVCamera"
0x7100cf5ca9,"Puppet1"
0x7100cf5cb1,"IsUseDepthShadow"
0x7100cf5cc2,"SplashStart"
0x7100cf5cce,"TruckReactionWaitFrame"
0x7100cf5ce5,"ワープキューブ(ロック)"
0x7100cf5d06,"MoleMound"
0x7100cf5d10,"cSkinWeightNum"
0x7100cf5d1f,"TotterEnd"
0x7100cf5d29,"%sの定数"
0x7100cf5d35,"CourseSelectLeave"
0x7100cf5d47,"SubStepL"
0x7100cf5d50,"IsEnableLegAlignBackward"
0x7100cf5d69,"FallStartSlideOffset"
0x7100cf5d7e,"StandSwimHorizontalFloorDashSpeedMax"
0x7100cf5da3,"ForceSlideSpeedMax"
0x7100cf5db6,"PlayerGroupSceneObj"
0x7100cf5dca,"ObjectData/KinopioMiniHandR"
0x7100cf5de6,"KinopioMiniHandR"
0x7100cf5df7,"Circle"
0x7100cf5dfe,"HairL2"
0x7100cf5e05,"HairBack1"
0x7100cf5e0f,"ToeR"
0x7100cf5e14,"KinopioKunCopy3"
0x7100cf5e24,"Kick"
0x7100cf5e29,"MaxSpeed"
0x7100cf5e32,"WalkDragon"
0x7100cf5e3d,"DemoDragonRider"
0x7100cf5e4d,"起動シーン"
0x7100cf5e5d,"RenderNeonEffect"
0x7100cf5e6e,"ChikaChikaBlockWatcher"
0x7100cf5e85,"ChikuwaBlock"
0x7100cf5e92,"DarknessTrapSeesawParts"
0x7100cf5eaa,"KeyMoveMapPartsUpDown"
0x7100cf5ec0,"Mole"
0x7100cf5ec5,"PackunFlower"
0x7100cf5ed2,"Pukupuku"
0x7100cf5edb,"SwitchBlockWatcher"
0x7100cf5eee,"SwitchUnClippingDirector"
0x7100cf5f07,"TimerStageSwitch"
0x7100cf5f18,"コインx3[自動取得]"
0x7100cf5f32,"1UPキノコ[ルート土管]"
0x7100cf5f50,"DemoScene"
0x7100cf5f5a,"CherryTowerStage"
0x7100cf5f6b,"WindowConfirmVRMenu"
0x7100cf5f7f,"VR_GoggleSetup"
0x7100cf5f8e,"1UPキノコ取得"
0x7100cf5fa1,"OpenSeason2"
0x7100cf5fad,"Show3DWorldSaveData"
0x7100cf5fc1,"IsZoomReduceDisable"
0x7100cf5fd5,"Default , FXAA , Width1 , Width1_A , Width2 , Width2_A , Height1 , Height1_A , Height2_A"
0x7100cf602e,"BadgeCondition1Param"
0x7100cf6043,"Course"
0x7100cf604a,"CoinRandom10"
0x7100cf6057,"Marble"
0x7100cf605e,"クライムアタックヒット"
0x7100cf6080,"ジャンプパネルヒット"
0x7100cf609f,"FrontAxisIndex"
0x7100cf60ae,"Class"
0x7100cf60b4,"Id"
0x7100cf60b7,"AngleElevationInterpStep"
0x7100cf60d0,"MoveLimitRotateDegreeY"
0x7100cf60e7,"Mirror Rendering"
0x7100cf60f8,"MakeTableSphereDo"
0x7100cf610a,"Reduced Res"
0x7100cf6116,"エフェクト（後処理）"
0x7100cf6135,"ActorModelDrawCubeMap"
0x7100cf614b,"ActorModelDrawDeferred"
0x7100cf6162,"ActorModelDrawDeferredOnly"
0x7100cf617d,"ActorModelDrawDeferredOpa"
0x7100cf6197,"LayoutDrawBottom"
0x7100cf61a8,"aras"
0x7100cf61ad,"PreLoadFileList%d"
0x7100cf61bf,"EuEnglish"
0x7100cf61c9,"LppLightType"
0x7100cf61d6,"UserColors"
0x7100cf61e1,"cNormal"
0x7100cf61e9,"ディフューズ間接光強度"
0x7100cf620b,"ディフューズの縮小バッファ品質(Light)"
0x7100cf6240,"REQ_STOP"
0x7100cf6249,"IsIgnorePrePassLightYaml"
0x7100cf6262,"TRMSV"
0x7100cf6268,"PartialAnimGroupNum"
0x7100cf627c,"S32"
0x7100cf6280,"ModelName"
0x7100cf628a,"FollowMtx"
0x7100cf6294,"alRenderCloudLayer"
0x7100cf62a7,"CloudTexMtxVUnder"
0x7100cf62b9,"RenderSkyHDR"
0x7100cf62c6,"Links"
0x7100cf62cc,"被写界深度プログラマブルパラメータブレンド"
0x7100cf630c,"extra_param"
0x7100cf6318,"IsUsingViewDir"
0x7100cf6327,"BlendType"
0x7100cf6331,"カメラマスクスクロール速度"
0x7100cf6359,"カメラインダイレクト２の歪み率"
0x7100cf6387,"無視範囲下限"
0x7100cf639a,"閾値"
0x7100cf63a1,"StreakColor1"
0x7100cf63ae,"STREAK_TYPE"
0x7100cf63ba,"TrialRating"
0x7100cf63c6,"MtsAnim"
0x7100cf63ce,"PasIrradiance1"
0x7100cf63dd,"PasmDeltaJ3D"
0x7100cf63ea,"uTransmittance"
0x7100cf63f9,"cLightBuffer"
0x7100cf6406,"gbuf_view_depth_sub"
0x7100cf641a,"ModelLightName"
0x7100cf6429,"EchoBlockUniform"
0x7100cf643a,"cMirrorTex"
0x7100cf6445,"light_category"
0x7100cf6454,"Wet Obj Strong"
0x7100cf6463,"MagmaWeak"
0x7100cf646d,"種類"
0x7100cf6474,"Ao強さ"
0x7100cf647d,"ActorOcclusion"
0x7100cf648c,"Min=0.0f, Max=1000.0f"
0x7100cf64a2,"IsUsingCurrentGraphicsAreaClip"
0x7100cf64c1,"ClipAreaName"
0x7100cf64ce,"Exp"
0x7100cf64d2,"_fcl"
0x7100cf64d7,"StartTriggerSituationInfoList"
0x7100cf64f5,"ChangePitch"
0x7100cf6501,"InWaterFast"
0x7100cf650d,"Gt1"
0x7100cf6511,"GtL1"
0x7100cf6516,"DeleteAtClipping"
0x7100cf6527,"NoEmitAtNoCollide"
0x7100cf6539,"HeadFont72"
0x7100cf6544,"nintendo_udjxh-db_zh-tw_003.fcpx"
0x7100cf6565,"DeviceFont"
0x7100cf6570,"ProjectTag"
0x7100cf657b,"Flush"
0x7100cf6581,"FUSED_OLD_AXFX"
0x7100cf6590,"FUSED_CAVERNOUS"
0x7100cf65a0,"カメラ寄り中間"
0x7100cf65b6,"LocalVarNo"
0x7100cf65c1,"g3d_vertex"
0x7100cf65cc,"nvnWindowBuilderGetDevice"
0x7100cf65e6,"nvnWindowGetNumActiveTextures"
0x7100cf6604,"nvnSamplerPoolGetSize"
0x7100cf661a,"nvnBufferBuilderSetStorage"
0x7100cf6635,"nvnTextureBuilderGetWidth"
0x7100cf664f,"nvnTextureViewGetLevels"
0x7100cf6667,"nvnTextureGetMemoryOffset"
0x7100cf6681,"nvnSamplerBuilderSetDevice"
0x7100cf669c,"nvnVertexAttribStateSetStreamIndex"
0x7100cf66bf,"nvnCommandBufferBindVertexBuffer"
0x7100cf66e0,"nvnCommandBufferSetPatchSize"
0x7100cf66fd,"nvnCommandBufferSetTexturePool"
0x7100cf671c,"nvnCommandBufferSetColorReductionEnable"
0x7100cf6744,"__ArchiveShader.bnsh"
0x7100cf6759,"  Resource        WorkSize : %d \n"
0x7100cf677b,"maxParticleCount must be larger than maxEmitCountPerFrame.\n"
0x7100cf67b7,"EmitterSet has been already deleted.\n"
0x7100cf67dd,"The Resource is not found in VfxSystem. ResourceId : %d.\n"
0x7100cf6817,"sysDepthBufferTexture"
0x7100cf682d,"Runtime API:%d\n"
0x7100cf683d,"_u0"
0x7100cf6841,"Vertex buffer for stripe has not allocated\n"
0x7100cf686d,"Buffer for stripe history is not enough\n"
0x7100cf6896,"GpuBuffer management domain is lacking. \n"
0x7100cf68c0,"Texture Sampler Table Already Created.\n"
0x7100cf68e8,"sead::AppCalc"
0x7100cf68f6,"%f"
0x7100cf68f9,"0x%x"
0x7100cf68fe,"arc"
0x7100cf6902,"// "
0x7100cf6906,"CDATA["
0x7100cf690d,"<![CDATA["
0x7100cf6917,"]>]]>"
0x7100cf691d,"  tail_ptr: 0x%016llX\n"
0x7100cf6934,"           HeadPtr: 0x%016llX\n"
0x7100cf6953,"TSY1"
0x7100cf6958,"Abort"
0x7100cf695e,"\nUser Backtrace\n"
0x7100cf696f,"r30(lr) = 0x%016llX (%21lld)\n"
0x7100cf698d,"%-7s = 0x%08X (N=%d Z=%d C=%d V=%d Q=%d J=%d E=%d T=%d IT=0x%02X GE=0x%X)\n"
0x7100cf69d8,"%c"
0x7100cf69db,"不正なメモリ領域への命令アクセス"
0x7100cf6a0c,"(unknown)"
0x7100cf6a16,"MsgPrjBn"
0x7100cf6a1f,"nvnBufferInitialize/Finalize(UniformBlock)"
0x7100cf6a4a,"NVN_DEVICE_INFO_SUPPORTS_IMAGES_USING_TEXTURE_HANDLES"
0x7100cf6a80,"#define AGL_SHADER\n#define AGL_TARGET_GL\n#define AGL_REVERSE_RENDER_TEXTURE\n#define AGL_ATTRIBUTE( loc )         layout( location = loc ) in\n#define AGL_UNIFORM_BLOCK( name )    layout( std140 ) uniform name\n"
0x7100cf6b51,"cTextureFormat_R16_uNorm"
0x7100cf6b6a,"cTextureFormat_R5_G5_B5_A1_uNorm"
0x7100cf6b8d,"xlu_snap"
0x7100cf6b96,"color_2d_max"
0x7100cf6ba3,"sssss_blur"
0x7100cf6bae,"cToyCam_Level2"
0x7100cf6bbd,"cTexColor"
0x7100cf6bc7,"cQualityParam"
0x7100cf6bd5,"cDrawDepth"
0x7100cf6be0,"cTextureEdgeMap"
0x7100cf6bf0,"cOffsetScale"
0x7100cf6bfd,"ShapeMask"
0x7100cf6c07,"cSrc1"
0x7100cf6c0d,"texDynamicShadowCascade"
0x7100cf6c25,"ViewContext"
0x7100cf6c31,"cCopyParam"
0x7100cf6c3c,"Vertex  "
0x7100cf6c45,"Sampler"
0x7100cf6c4d,"Min = 0.0, Max = 10000.0"
0x7100cf6c66,"cSizeAltitude"
0x7100cf6c74,"cTexBakedRangeTransmittance"
0x7100cf6c90,"uniform "
0x7100cf6c99,"ghost_color_6"
0x7100cf6ca7,"Min = 0.0, Max = 0.5, Mode = MinMaxLock"
0x7100cf6ccf,"IS_EDGE_DETECTION_OUTPUT_DEPTH"
0x7100cf6cee,"False"
0x7100cf6cf4,"Icon=LIGHT"
0x7100cf6cff,"LightPrePass"
0x7100cf6d0c,"light_prepass_light_buffer"
0x7100cf6d27,"SSII-Dif"
0x7100cf6d30,"difbuf_normal"
0x7100cf6d3e,"ぼかしフィルター"
0x7100cf6d57,"gaussian_kernel"
0x7100cf6d67,"PespectiveProjection"
0x7100cf6d7c,"GroupHeader= position and angle, IsEnable=%s"
0x7100cf6da9,"indirect_tex_scale"
0x7100cf6dbc,"vignetting_shape_0"
0x7100cf6dcf,"r16 f"
0x7100cf6dd5,"rgb10a2 uN"
0x7100cf6de0,"rgba32 uI"
0x7100cf6dea,"向き"
0x7100cf6df1,"八角形ポリゴンを使う"
0x7100cf6e10,"env"
0x7100cf6e14,"GroupHeader = %s settings, IsEnable = %s"
0x7100cf6e3d,"Color [%d]"
0x7100cf6e48,"expand_all_slice"
0x7100cf6e59,"shadow_map_reduce_depth"
0x7100cf6e71,"A8"
0x7100cf6e74,"DynamicCaptureOn"
0x7100cf6e85,"HoverButtonAnim"
0x7100cf6e95,"CheckButton, CheckKeepButton, DecisionButton, DragButton, NormalButton, SelectButton"
0x7100cf6eea,"TouchOff2"
0x7100cf6ef4,"PlayerCollisionFallOutObserveArea"
0x7100cf6f16,"BgmRegionChangeArea"
0x7100cf6f2a,"ForceValidDegree"
0x7100cf6f3b,"BossBirdThunderboltGenerator"
0x7100cf6f58,"MoveStart"
0x7100cf6f62,"MoveApproachLv2"
0x7100cf6f72,"CopycatMoveLv"
0x7100cf6f80,"Comment"
0x7100cf6f88,"DamageShortEnd"
0x7100cf6f97,"IsNotRailMove"
